RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,LSR_TIME_USE_PURPS_RN1_VALUE,LSR_TIME_USE_PURPS_RN2_VALUE,WORKDAY_DAY_AVRG_LSR_TIME_VALUE,WKEND_DAY_AVRG_LSR_TIME_VALUE,LSR_TIME_REST_RCRT_USE_RATE,LSR_TIME_HOBBY_USE_RATE,LSR_TIME_SELF_IMPT_USE_RATE,LSR_TIME_TWDPSN_RLTN_FLWSP_USE_RATE,LSR_TIME_ETC_USE_RATE,INTRST_LSR_ACT_RN1_VALUE,INTRST_LSR_ACT_RN2_VALUE,INTRST_LSR_ACT_RN3_VALUE,INTRST_LSR_ACT_RN4_VALUE,INTRST_LSR_ACT_RN5_VALUE
53355720,20230503,F,60대,충청북도,500이상700만원 미만,자기만족-즐거움을 위해,스트레스 해소를 위해,2,1,50,0,0,50,0,수다-잡담하기,없음,없음,없음,없음
53355910,20230503,F,60대,경상남도,500이상700만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해,5,3,20,60,10,10,0,줄넘기-맨손체조-스트레칭 직접 하기,수영 직접 하기,영화관 관람,종교활동,자전거-싸이클-산악자전거 직접 타기
53356332,20230503,F,40대,경기도,300만원 미만,마음의 안정-휴식을 위해,없음,2,10,50,10,10,30,0,산책-걷기,독서,수영 직접 하기,국내 여행,해외여행
53356445,20230503,M,50대,경상남도,300이상500만원 미만,스트레스 해소를 위해,대인 관계-교제를 위해,5,8,15,35,0,50,0,해외 프로스포츠 영상 시청,온천-사우나-찜질방,산책-걷기,만화책 보기,국내 프로스포츠 영상 시청
53356573,20230503,M,40대,서울특별시,300이상500만원 미만,마음의 안정-휴식을 위해,없음,1,1,30,20,10,10,30,골프 현장 관람,없음,없음,없음,없음
53356636,20230503,F,30대,전라북도,300이상500만원 미만,스트레스 해소를 위해,마음의 안정-휴식을 위해,0,3,25,25,25,25,0,맛집-카페 탐방,친구-이성친구 만남,없음,없음,없음
53356736,20230503,M,30대,경기도,700만원 이상,자기만족-즐거움을 위해,자기 계발을 위해,3,8,35,45,10,10,0,미술 직접 활동 및 수강하기,게임,음악-라디오 감상,영상 컨텐츠 시청,수다-잡담하기
53356927,20230503,M,50대,전라남도,300만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해,1,8,50,10,30,10,0,캠핑-차박,국내 여행,가족-친지 만남,사회봉사활동,등산 직접 하기
53356993,20230503,M,20대,부산광역시,무응답,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,4,12,60,20,0,20,0,영상 컨텐츠 시청,헬스-보디빌딩 직접 하기,영화관 관람,해외 프로스포츠 영상 시청,낮잠자기
53357167,20230503,F,30대,서울특별시,700만원 이상,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해,2,6,10,20,0,70,0,사진 촬영,해외여행,무용 공연 관람,없음,없음
53357344,20230503,F,20대,경기도,700만원 이상,대인 관계-교제를 위해,자기만족-즐거움을 위해,2,8,10,10,0,80,0,산책-걷기,가족-친지 만남,어학-기술-자격증 취득,친구-이성친구 만남,수다-잡담하기
53357387,20230503,F,50대,대구광역시,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,대인 관계-교제를 위해,1,3,50,15,15,20,0,만화책 보기,음악 직접 활동 및 수강하기,산책-걷기,낮잠자기,쇼핑
53357475,20230503,F,50대,경상북도,500이상700만원 미만,마음의 안정-휴식을 위해,남는 시간을 보내기 위해,2,10,80,0,0,20,0,낮잠자기,없음,없음,없음,없음
53357544,20230503,F,20대,경상북도,500이상700만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해,3,10,40,10,50,0,0,산책-걷기,걷기-속보-조깅 직접 하기,드라이브,미술관-전시관 관람,온천-사우나-찜질방
53357595,20230503,F,60대,서울특별시,300만원 미만,가족-지인 등과 시간을 보내기 위해,없음,4,5,45,0,0,55,0,국내 여행,없음,없음,없음,없음
53357688,20230503,M,40대,경기도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,스트레스 해소를 위해,2,8,70,0,0,30,0,영상 컨텐츠 시청,만화책 보기,소풍-피크닉,가족-친지 만남,친구-이성친구 만남
53357712,20230503,F,50대,경상북도,300만원 미만,자기 계발을 위해,마음의 안정-휴식을 위해,5,8,0,70,0,0,30,기타 자기계발-자기관리,미술 직접 활동 및 수강하기,기타 문화예술 직접 활동 및 수강하기,반려동물 돌보기,기타 사회교류
53357759,20230503,F,30대,인천광역시,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,스트레스 해소를 위해,2,4,50,30,0,20,0,국내 여행,가족-친지 만남,수다-잡담하기,SNS -인터넷 커뮤니티 활동,쇼핑
53357859,20230503,M,20대,경기도,700만원 이상,남는 시간을 보내기 위해,자기만족-즐거움을 위해,17,17,70,20,0,10,0,음악-라디오 감상,게임,음악 직접 활동 및 수강하기,헬스-보디빌딩 직접 하기,독서
53357866,20230503,F,50대,경기도,300만원 미만,스트레스 해소를 위해,남는 시간을 보내기 위해,1,2,80,0,0,10,10,산책-걷기,걷기-속보-조깅 직접 하기,쇼핑,영화관 관람,음악-라디오 감상
53357891,20230503,M,30대,서울특별시,300이상500만원 미만,자기만족-즐거움을 위해,없음,2,3,100,0,0,0,0,영상 컨텐츠 제작,없음,없음,없음,없음
53357978,20230503,M,60대,경상북도,300이상500만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,5,8,40,10,20,30,0,드라이브,국내 여행,박물관 관람,없음,없음
53358356,20230503,M,20대,경기도,300만원 미만,마음의 안정-휴식을 위해,남는 시간을 보내기 위해,9,18,80,5,5,10,0,기타 취미-오락-휴식,낮잠자기,영상 컨텐츠 시청,산책-걷기,쇼핑
53358385,20230503,F,20대,울산광역시,300이상500만원 미만,자기 계발을 위해,자기만족-즐거움을 위해,2,8,50,0,30,20,0,테마파크-시설 방문,없음,없음,없음,없음
53358402,20230503,F,20대,경기도,500이상700만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,5,5,40,30,10,20,0,반려동물 돌보기,수집,수다-잡담하기,SNS -인터넷 커뮤니티 활동,해외 프로스포츠 영상 시청
53358512,20230503,M,30대,경기도,500이상700만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해,8,12,40,30,20,10,0,음악-라디오 감상,영상 컨텐츠 시청,등산 직접 하기,독서,없음
53358618,20230503,M,20대,강원도,500이상700만원 미만,마음의 안정-휴식을 위해,대인 관계-교제를 위해,5,5,60,0,20,20,0,독서,문학 직접 활동 및 수강하기,없음,없음,없음
53358624,20230503,F,50대,제주특별자치도,700만원 이상,자기만족-즐거움을 위해,자기 계발을 위해,10,10,5,15,10,10,60,독서,사회봉사활동,온천-사우나-찜질방,신문-잡지보기,계모임-동창회-사교모임
53358735,20230503,M,60대,경기도,300만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해,5,6,20,30,5,45,0,생활공예-원예,없음,없음,없음,없음
53358782,20230503,F,50대,강원도,300이상500만원 미만,마음의 안정-휴식을 위해,건강 관리를 위해,15,6,70,30,0,0,0,산책-걷기,쇼핑,사회봉사활동,없음,없음
53358814,20230503,F,50대,서울특별시,700만원 이상,마음의 안정-휴식을 위해,건강 관리를 위해,1,1,20,40,30,10,0,산책-걷기,요가-필라테스 직접 하기,쇼핑,독서,국내 여행
53358841,20230503,F,60대,경기도,300만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해,2,2,20,30,50,0,0,수영 직접 하기,산책-걷기,걷기-속보-조깅 직접 하기,줄넘기-맨손체조-스트레칭 직접 하기,등산 직접 하기
53358877,20230503,M,40대,광주광역시,700만원 이상,가족-지인 등과 시간을 보내기 위해,남는 시간을 보내기 위해,2,2,25,0,0,35,40,사진 촬영,산책-걷기,영상 컨텐츠 시청,쇼핑,드라이브
53358967,20230503,M,60대,경기도,300이상500만원 미만,자기 계발을 위해,건강 관리를 위해,4,8,10,50,20,20,0,등산 직접 하기,국내 여행,종교활동,없음,없음
53359075,20230503,M,20대,강원도,300만원 미만,자기 계발을 위해,마음의 안정-휴식을 위해,1,2,100,0,0,0,0,영상 컨텐츠 시청,없음,없음,없음,없음
53359121,20230503,F,40대,경기도,500이상700만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,3,5,30,0,70,0,0,반려동물 돌보기,걷기-속보-조깅 직접 하기,산책-걷기,만화책 보기,독서
53359199,20230503,M,50대,서울특별시,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,스트레스 해소를 위해,2,5,70,30,0,0,0,영화관 관람,국내 여행,드라이브,해외 프로스포츠 영상 시청,없음
53359291,20230503,M,50대,서울특별시,300이상500만원 미만,스트레스 해소를 위해,자기만족-즐거움을 위해,12,12,90,0,0,10,0,영상 컨텐츠 시청,낮잠자기,음주-유흥,게임,없음
53359504,20230503,M,40대,경상남도,500이상700만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해,2,5,50,20,5,25,0,영상 컨텐츠 시청,걷기-속보-조깅 직접 하기,헬스-보디빌딩 직접 하기,계모임-동창회-사교모임,친구-이성친구 만남
53359641,20230503,F,30대,경기도,300만원 미만,스트레스 해소를 위해,없음,8,2,50,50,0,0,0,쇼핑,무도-격투기 직접 하기,낮잠자기,수영 직접 하기,SNS -인터넷 커뮤니티 활동
53359997,20230503,M,30대,경기도,700만원 이상,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해,0,5,100,0,0,0,0,영상 컨텐츠 시청,헬스-보디빌딩 직접 하기,게임,산책-걷기,낮잠자기
53360114,20230503,M,50대,전라남도,300이상500만원 미만,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해,4,2,40,0,40,20,0,영상 컨텐츠 시청,종교활동,독서,국내 프로스포츠 영상 시청,쇼핑
53360203,20230503,F,40대,울산광역시,300만원 미만,자기 계발을 위해,없음,1,3,50,0,50,0,0,독서,없음,없음,없음,없음
53360295,20230503,M,60대,인천광역시,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,대인 관계-교제를 위해,1,1,30,30,0,40,0,국내 여행,없음,없음,없음,없음
53360508,20230503,M,30대,경기도,500이상700만원 미만,스트레스 해소를 위해,마음의 안정-휴식을 위해,5,2,70,10,0,20,0,만화책 보기,반려동물 돌보기,산책-걷기,영상 컨텐츠 시청,e스포츠 영상 시청
53360869,20230503,M,30대,전라북도,300만원 미만,스트레스 해소를 위해,건강 관리를 위해,3,10,20,50,20,10,0,구기스포츠 직접 하기,헬스-보디빌딩 직접 하기,쇼핑,맛집-카페 탐방,e스포츠 영상 시청
53360885,20230503,M,60대,전라북도,700만원 이상,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해,4,7,40,30,0,30,0,헬스-보디빌딩 직접 하기,어학-기술-자격증 취득,걷기-속보-조깅 직접 하기,없음,없음
53360937,20230503,M,30대,경기도,300이상500만원 미만,스트레스 해소를 위해,대인 관계-교제를 위해,4,10,30,10,10,50,0,무도-격투기 직접 하기,익스트림스포츠 직접하기,없음,없음,없음
53361284,20230503,F,30대,서울특별시,300이상500만원 미만,대인 관계-교제를 위해,마음의 안정-휴식을 위해,4,15,70,0,0,30,0,영화관 관람,수다-잡담하기,낮잠자기,음주-유흥,친구-이성친구 만남
53361391,20230503,F,50대,전라북도,500이상700만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해,3,10,90,5,0,5,0,걷기-속보-조깅 직접 하기,산책-걷기,등산 직접 하기,영상 컨텐츠 시청,없음
53361596,20230503,F,50대,인천광역시,700만원 이상,마음의 안정-휴식을 위해,자기만족-즐거움을 위해,1,5,50,0,30,20,0,산책-걷기,요가-필라테스 직접 하기,독서,영상 컨텐츠 시청,요리-베이킹
53361687,20230503,M,40대,경기도,700만원 이상,자기만족-즐거움을 위해,자기 계발을 위해,1,3,10,0,90,0,0,어학-기술-자격증 취득,없음,없음,없음,없음
53361738,20230503,F,40대,부산광역시,300이상500만원 미만,남는 시간을 보내기 위해,자기만족-즐거움을 위해,1,5,30,10,10,50,0,드라이브,없음,없음,없음,없음
53361766,20230503,M,40대,경상남도,300만원 미만,자기 계발을 위해,건강 관리를 위해,5,15,50,20,10,20,0,낚시,SNS -인터넷 커뮤니티 활동,헬스-보디빌딩 직접 하기,드라이브,없음
53361842,20230503,M,40대,경상북도,300만원 미만,스트레스 해소를 위해,자기만족-즐거움을 위해,2,4,50,10,2,38,0,게임,계모임-동창회-사교모임,국내 여행,낮잠자기,드라이브
53361863,20230503,M,50대,경기도,500이상700만원 미만,스트레스 해소를 위해,건강 관리를 위해,3,4,60,10,0,30,0,국내 여행,없음,없음,없음,없음
53361991,20230503,M,60대,경상남도,500이상700만원 미만,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해,8,10,30,20,10,40,0,골프 직접 하기,산책-걷기,국내 프로스포츠 영상 시청,음악-라디오 감상,드라이브
53362144,20230503,F,40대,전라남도,300만원 미만,스트레스 해소를 위해,자기만족-즐거움을 위해,4,8,20,80,0,0,0,영화관 관람,국내 여행,음악-라디오 감상,낮잠자기,없음
53362333,20230503,M,30대,서울특별시,300이상500만원 미만,자기 계발을 위해,남는 시간을 보내기 위해,2,4,20,20,20,40,0,e스포츠 현장 관람,없음,없음,없음,없음
53362337,20230503,F,20대,경기도,300만원 미만,남는 시간을 보내기 위해,스트레스 해소를 위해,2,6,90,0,10,0,0,헬스-보디빌딩 직접 하기,요리-베이킹,영상 컨텐츠 시청,없음,없음
53362353,20230503,M,30대,울산광역시,300만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해,2,18,100,0,0,0,0,영상 컨텐츠 시청,산책-걷기,없음,없음,없음
53362427,20230503,F,50대,경상남도,500이상700만원 미만,마음의 안정-휴식을 위해,자기 계발을 위해,3,5,0,20,30,50,0,생활공예-원예,종교활동,음악 직접 활동 및 수강하기,없음,없음
53362446,20230503,M,60대,인천광역시,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,자기 계발을 위해,2,8,20,20,10,50,0,영화관 관람,국내 프로스포츠 영상 시청,친구-이성친구 만남,드라이브,없음
53362633,20230503,M,60대,전라남도,300만원 미만,남는 시간을 보내기 위해,마음의 안정-휴식을 위해,1,2,90,0,10,0,0,해외여행,없음,없음,없음,없음
53362648,20230503,M,20대,부산광역시,300이상500만원 미만,대인 관계-교제를 위해,가족-지인 등과 시간을 보내기 위해,7,7,30,30,0,40,0,영상 컨텐츠 시청,음악-라디오 감상,친구-이성친구 만남,영화관 관람,반려동물 돌보기
53362705,20230503,M,40대,경기도,300만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해,5,17,20,20,20,20,20,영화관 관람,없음,없음,없음,없음
53362777,20230503,F,60대,강원도,300만원 미만,건강 관리를 위해,자기만족-즐거움을 위해,6,5,30,20,30,20,0,종교활동,걷기-속보-조깅 직접 하기,가족-친지 만남,친구-이성친구 만남,수다-잡담하기
53362835,20230503,M,40대,대구광역시,700만원 이상,자기만족-즐거움을 위해,스트레스 해소를 위해,7,7,15,55,10,20,0,해외 프로스포츠 영상 시청,e스포츠 영상 시청,걷기-속보-조깅 직접 하기,친구-이성친구 만남,국내 프로스포츠 영상 시청
53362888,20230503,F,40대,서울특별시,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해,1,5,50,20,20,10,0,생활공예-원예,반려동물 돌보기,낮잠자기,만화책 보기,수다-잡담하기
53362947,20230503,M,30대,부산광역시,500이상700만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해,1,10,30,0,20,50,0,음주-유흥,맛집-카페 탐방,기타 자기계발-자기관리,낮잠자기,캠핑-차박
53363031,20230503,M,50대,대전광역시,300이상500만원 미만,자기 계발을 위해,자기만족-즐거움을 위해,4,4,80,0,20,0,0,영상 컨텐츠 시청,어학-기술-자격증 취득,자전거-싸이클-산악자전거 직접 타기,만화책 보기,가족-친지 만남
53363075,20230503,F,40대,경기도,300이상500만원 미만,건강 관리를 위해,스트레스 해소를 위해,6,5,50,50,0,0,0,요가-필라테스 직접 하기,등산 직접 하기,영화관 관람,걷기-속보-조깅 직접 하기,연극-뮤지컬 관람
53363546,20230503,F,50대,광주광역시,700만원 이상,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,1,1,20,20,20,30,10,드라이브,없음,없음,없음,없음
53363642,20230503,F,30대,경기도,300만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해,1,7,100,0,0,0,0,전통예술 직접 활동 및 수강하기,없음,없음,없음,없음
53363665,20230503,F,50대,서울특별시,700만원 이상,가족-지인 등과 시간을 보내기 위해,대인 관계-교제를 위해,2,2,20,0,0,80,0,등산 직접 하기,요가-필라테스 직접 하기,수다-잡담하기,국내 여행,걷기-속보-조깅 직접 하기
53363860,20230503,M,40대,서울특별시,300이상500만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해,1,4,60,20,0,20,0,영화관 관람,낮잠자기,드라이브,게임,미술관-전시관 관람
53363887,20230503,M,60대,충청남도,500이상700만원 미만,자기만족-즐거움을 위해,건강 관리를 위해,5,7,25,15,10,40,10,영화관 관람,사회봉사활동,등산 직접 하기,산책-걷기,국내 여행
53364064,20230503,F,40대,경상남도,300만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해,1,1,50,0,50,0,0,낮잠자기,만화책 보기,음악-라디오 감상,산책-걷기,없음
53364111,20230503,F,20대,대구광역시,300이상500만원 미만,남는 시간을 보내기 위해,자기만족-즐거움을 위해,3,8,50,10,10,30,0,산책-걷기,음악-라디오 감상,낮잠자기,맛집-카페 탐방,쇼핑
53364251,20230503,M,50대,광주광역시,700만원 이상,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해,1,4,40,30,0,30,0,걷기-속보-조깅 직접 하기,등산 직접 하기,영화관 관람,없음,없음
53364618,20230503,M,30대,전라남도,500이상700만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해,1,1,100,0,0,0,0,만화책 보기,국내 여행,없음,없음,없음
53364668,20230503,F,30대,경기도,300만원 미만,자기만족-즐거움을 위해,스트레스 해소를 위해,2,3,20,80,0,0,0,연극-뮤지컬 관람,음악 공연 관람,영상 컨텐츠 시청,낮잠자기,게임
53364722,20230503,M,20대,서울특별시,300만원 미만,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해,0,8,0,0,50,50,0,걷기-속보-조깅 직접 하기,독서,미술관-전시관 관람,없음,없음
53364855,20230503,F,30대,대전광역시,500이상700만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,6,12,50,15,5,30,0,수다-잡담하기,친구-이성친구 만남,요가-필라테스 직접 하기,쇼핑,낮잠자기
53365102,20230503,M,40대,경상북도,300만원 미만,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해,2,4,30,0,20,50,0,맛집-카페 탐방,없음,없음,없음,없음
53365238,20230503,M,60대,서울특별시,700만원 이상,가족-지인 등과 시간을 보내기 위해,없음,4,6,30,40,0,30,0,계모임-동창회-사교모임,가족-친지 만남,영화관 관람,국내 여행,산책-걷기
53365256,20230503,F,20대,부산광역시,300만원 미만,마음의 안정-휴식을 위해,건강 관리를 위해,2,2,10,30,10,50,0,무도-격투기 직접 하기,게임,영상 컨텐츠 시청,없음,없음
53365272,20230503,F,40대,부산광역시,300만원 미만,스트레스 해소를 위해,건강 관리를 위해,1,3,25,50,0,25,0,등산 직접 하기,걷기-속보-조깅 직접 하기,없음,없음,없음
53365366,20230503,F,20대,서울특별시,무응답,마음의 안정-휴식을 위해,자기만족-즐거움을 위해,3,8,60,15,5,20,0,게임,SNS -인터넷 커뮤니티 활동,수집,맛집-카페 탐방,기타 취미-오락-휴식
53365396,20230503,F,20대,충청남도,300만원 미만,스트레스 해소를 위해,자기만족-즐거움을 위해,5,8,70,25,0,5,0,영상 컨텐츠 시청,e스포츠 영상 시청,국내 프로스포츠 영상 시청,게임,쇼핑
53365483,20230503,F,50대,경기도,300만원 미만,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해,3,5,20,20,20,30,10,종교활동,반려동물 돌보기,헬스-보디빌딩 직접 하기,생활공예-원예,요리-베이킹
53365621,20230503,F,50대,충청남도,500이상700만원 미만,건강 관리를 위해,스트레스 해소를 위해,1,2,30,30,0,40,0,산책-걷기,걷기-속보-조깅 직접 하기,드라이브,사회봉사활동,골프 영상 시청
53365748,20230503,M,40대,서울특별시,700만원 이상,마음의 안정-휴식을 위해,스트레스 해소를 위해,1,4,50,50,0,0,0,해외 프로스포츠 영상 시청,캠핑-차박,낚시,없음,없음
53365799,20230503,F,50대,울산광역시,700만원 이상,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해,1,2,40,30,0,30,0,국내 여행,맛집-카페 탐방,영화관 관람,계모임-동창회-사교모임,없음
53365820,20230503,F,50대,전라남도,300이상500만원 미만,건강 관리를 위해,자기만족-즐거움을 위해,3,1,30,30,30,10,0,가족-친지 만남,낚시,미용,독서,기타 자기계발-자기관리
53366170,20230503,M,40대,경기도,500이상700만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해,1,1,98,0,0,2,0,영상 컨텐츠 시청,게임,낮잠자기,친구-이성친구 만남,없음
53366272,20230503,F,20대,서울특별시,300만원 미만,대인 관계-교제를 위해,자기 계발을 위해,5,8,40,0,20,40,0,친구-이성친구 만남,게임,영상 컨텐츠 시청,만화책 보기,음악-라디오 감상
53366461,20230503,F,20대,제주특별자치도,무응답,대인 관계-교제를 위해,가족-지인 등과 시간을 보내기 위해,5,6,10,10,0,80,0,만화책 보기,영화관 관람,친구-이성친구 만남,음악-라디오 감상,영상 컨텐츠 시청
53366502,20230503,M,50대,서울특별시,500이상700만원 미만,자기만족-즐거움을 위해,건강 관리를 위해,3,8,10,80,0,10,0,수영 직접 하기,SNS -인터넷 커뮤니티 활동,만화책 보기,영상 컨텐츠 시청,없음
53366704,20230503,F,60대,전라남도,300만원 미만,자기 계발을 위해,건강 관리를 위해,2,3,40,30,10,10,10,산책-걷기,걷기-속보-조깅 직접 하기,자전거-싸이클-산악자전거 직접 타기,사회봉사활동,가족-친지 만남
53366783,20230503,F,20대,인천광역시,무응답,마음의 안정-휴식을 위해,자기만족-즐거움을 위해,3,10,50,10,10,30,0,SNS -인터넷 커뮤니티 활동,산책-걷기,기타 자기계발-자기관리,요리-베이킹,맛집-카페 탐방
53366866,20230503,M,40대,광주광역시,500이상700만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해,2,4,15,15,20,50,0,음악-라디오 감상,헬스-보디빌딩 직접 하기,등산 직접 하기,영화관 관람,없음
53366895,20230503,F,60대,인천광역시,300이상500만원 미만,자기 계발을 위해,대인 관계-교제를 위해,3,6,20,20,20,30,10,음악 직접 활동 및 수강하기,사회봉사활동,생활공예-원예,반려동물 돌보기,독서
53366979,20230503,F,50대,인천광역시,300이상500만원 미만,스트레스 해소를 위해,자기만족-즐거움을 위해,2,6,50,10,20,20,0,맛집-카페 탐방,축제 참가,없음,없음,없음
53367041,20230503,M,50대,전라남도,700만원 이상,스트레스 해소를 위해,건강 관리를 위해,2,6,0,50,0,50,0,드라이브,산책-걷기,국내 여행,등산 직접 하기,맛집-카페 탐방
53367067,20230503,M,60대,경기도,300만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해,1,3,70,10,10,10,0,생활공예-원예,영상 컨텐츠 시청,어학-기술-자격증 취득,격투 스포츠 영상 시청,낮잠자기
53367245,20230503,M,40대,부산광역시,300만원 미만,자기만족-즐거움을 위해,스트레스 해소를 위해,1,3,100,0,0,0,0,국내 프로스포츠 영상 시청,영상 컨텐츠 시청,없음,없음,없음
53367281,20230503,M,30대,대구광역시,500이상700만원 미만,자기 계발을 위해,건강 관리를 위해,4,10,0,0,90,10,0,신문-잡지보기,독서,수영 직접 하기,기타 자기계발-자기관리,영상 컨텐츠 시청
53367341,20230503,F,50대,경상북도,700만원 이상,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해,3,5,10,30,10,50,0,온천-사우나-찜질방,미용,기타 관광-여행,축제 참가,산책-걷기
53367529,20230503,F,40대,충청남도,300만원 미만,가족-지인 등과 시간을 보내기 위해,건강 관리를 위해,3,5,30,20,20,30,0,캠핑-차박,독서,수다-잡담하기,없음,없음
53367901,20230503,F,20대,서울특별시,300만원 미만,마음의 안정-휴식을 위해,남는 시간을 보내기 위해,6,12,80,10,0,10,0,산책-걷기,헬스-보디빌딩 직접 하기,친구-이성친구 만남,등산 직접 하기,영화관 관람
53368116,20230503,F,60대,경기도,500이상700만원 미만,마음의 안정-휴식을 위해,건강 관리를 위해,5,5,50,20,0,30,0,국내 여행,없음,없음,없음,없음
53368306,20230503,M,40대,경기도,500이상700만원 미만,건강 관리를 위해,대인 관계-교제를 위해,1,2,0,80,0,20,0,어학-기술-자격증 취득,없음,없음,없음,없음
53368321,20230503,F,50대,인천광역시,300만원 미만,스트레스 해소를 위해,마음의 안정-휴식을 위해,2,5,80,0,20,0,0,가족-친지 만남,없음,없음,없음,없음
53368379,20230503,F,20대,경기도,무응답,대인 관계-교제를 위해,자기만족-즐거움을 위해,14,14,20,20,20,40,0,산책-걷기,SNS -인터넷 커뮤니티 활동,영상 컨텐츠 시청,친구-이성친구 만남,수다-잡담하기
53368870,20230503,M,30대,경기도,500이상700만원 미만,대인 관계-교제를 위해,남는 시간을 보내기 위해,3,0,30,30,0,40,0,게임,국내 여행,영화관 관람,낮잠자기,라켓스포츠 직접 하기
53369310,20230503,F,30대,대구광역시,300만원 미만,남는 시간을 보내기 위해,대인 관계-교제를 위해,2,3,50,20,20,10,0,계모임-동창회-사교모임,없음,없음,없음,없음
53369400,20230503,M,30대,경기도,300이상500만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해,8,6,10,20,20,50,0,헬스-보디빌딩 직접 하기,영상 컨텐츠 시청,종교활동,친구-이성친구 만남,없음
53369436,20230503,F,50대,경기도,700만원 이상,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,4,5,20,30,50,0,0,영화관 관람,독서,해외여행,박물관 관람,미술관-전시관 관람
53369473,20230503,M,30대,전라북도,300만원 미만,마음의 안정-휴식을 위해,건강 관리를 위해,1,1,100,0,0,0,0,낮잠자기,없음,없음,없음,없음
53369553,20230503,F,60대,경기도,300이상500만원 미만,자기 계발을 위해,자기만족-즐거움을 위해,1,1,70,10,0,20,0,영상 컨텐츠 시청,없음,없음,없음,없음
53369601,20230503,M,30대,경기도,700만원 이상,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해,0,0,50,0,0,50,0,친구-이성친구 만남,음주-유흥,맛집-카페 탐방,테마파크-시설 방문,없음
53369618,20230503,F,30대,대전광역시,300만원 미만,가족-지인 등과 시간을 보내기 위해,건강 관리를 위해,4,10,20,5,30,45,0,SNS -인터넷 커뮤니티 활동,가족-친지 만남,무도-격투기 직접 하기,걷기-속보-조깅 직접 하기,어학-기술-자격증 취득
53369635,20230503,M,50대,서울특별시,700만원 이상,건강 관리를 위해,마음의 안정-휴식을 위해,2,5,30,30,20,20,0,걷기-속보-조깅 직접 하기,골프 직접 하기,등산 직접 하기,SNS -인터넷 커뮤니티 활동,낮잠자기
53369705,20230503,F,40대,서울특별시,700만원 이상,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해,6,7,20,20,5,55,0,구기스포츠 직접 하기,친구-이성친구 만남,걷기-속보-조깅 직접 하기,국내 여행,없음
53369895,20230503,F,20대,경상북도,300이상500만원 미만,자기 계발을 위해,자기만족-즐거움을 위해,2,6,100,0,0,0,0,SNS -인터넷 커뮤니티 활동,쇼핑,산책-걷기,낮잠자기,맛집-카페 탐방
